Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
305723;1,2659E+12;PLANO DE ASSISTENCIA SAUDE E VIDA LTDA.;SAUVIDA;Odontologia de Grupo;AVENIDA ALTINA GONÇALVES;210;SALA 01;IGUAÇU;Ipatinga;MG;35162016;33;4231017;4231074;;EVANDRO JOSÉ DE PINHO;DIRETOR PRESIDENTE;;24/12/1998
36807;1,54734E+12;PLANO DE ASSISTENCIA- SAUDE DA JUSTICA DO TRABALHO DA 8 REGIAO;PLANO DE ASSISTENCIA- SAUDE DA JUSTICA DO TRABALHO DA 8 REGIAO;Autogestão;;;;;Belém;PA;;91;2427622 e 2552928;2225521;;ALBERTO S. S. PINHEIRO;PRESIDENTE;;31/12/1998
406201;3,26148E+12;PLANO DE AUTOGESTÃO EM SAÚDE DOS SERVIDORES DO PODER JUDICIÁRIO;SIND-SAÚDE;Medicina de Grupo;RUA ACADEMICO VALTER GONÇALVES;1;SOBRELOJA 209;CENTRO;Niterói;RJ;24020090;21;21990909;21990909;sindsaude@sindsauderj.com.br;NILSON FERNANDES GONÇALVES;REPRESENTANTE LEGAL;4;12/07/1999
414760;4,82313E+12;PLANO DE SAUDE BETIM LTDA.;BETIM SAUDE;Medicina de Grupo;AV. GOVERNADOR VALADARES;838;;CENTRO;Betim;MG;32510010;31;35941100;35323385;saudebetim@terra.com.br;RENATO MUSSI LARA SAFAR;ADMINISTRADOR;6;16/01/2004
315257;1,36993E+12;PLANO DE SAUDE HOSPITAL SÃO LUIZ LTDA;;Medicina de Grupo;AV. ALCINDO CACELA ;1581; SALA 6;NAZARÉ;Belém;PA;66040020;91;2492925;2292925;carmelin@expert.com.br;INGRID BARROS DA SILVA;GERENTE;;06/01/1999
412864;3,91702E+12;PLANO DE SAUDE SANTO EXPEDITO S/C LTDA;ASSISTENCIAL MASTER;Medicina de Grupo;RUA CASSIMIRO SANTOS, ;1154;;CENTRO;Patrocínio;MG;38740000;34;38312415;XXXXX;escritorioreal@telenete.com.br;NORIVAL BRAZ SOARES NETO;SOCIO GERENTE;;21/12/2000
344010;1,47481E+12;PLANO DE SAUDE UNIFENAS;SAÚDE UNIFENAS;Autogestão;RUA MANOEL PEDRO RODRIGUES;154;;CENTRO;Alfenas;MG;37130000;35;32993814;;psaude@unifenas.br;MARIA DO ROSÁRIO ARAÚJO VELANO;PRESIDENTE DO CONSELHO DELIBER;6;23/12/1998
308684;2,1106E+12;PLANO DE SAÚDE SANTA TEREZINHA LTDA;PLANO DE SAÚDE SANTA TEREZINHA  LTDA;Medicina de Grupo;AVENIDA  JOSÉ GADELHA  DE OLIVEIRA;0;TOMOCENTRO;JARDIM SORRILÂNDIA;Sousa;PB;58805280;83;35221777;5222794;plano.terezinha@uol.com.br;MARIA NOGUEIRA GADELHA DE OLIVEIRA;SÓCIA GERENTE;6;29/12/1998
404373;2,59825E+12;PLANO DE SAÚDE SANTANENSE LTDA;PAS - PLANO DE ASSISTÊNCIA À SAÚDE;Medicina de Grupo;AV. TAMANDARÉ;2076;SALA 03;CENTRO;Sant'Ana do Livramento;RS;97573531;55;2412128;2412128;h.portal@zaz.com.br;BRAULIO RAMÃO TEIXEIRA GUTERRES;SÓCIO-GERENTE;;19/05/1999
404471;2,37074E+12;PLANO DE SAÚDE SORRIDENTE LTDA - ME;SORRIDENTE SISTEMA DE SAÚDE;Medicina de Grupo;RUA P-10;155;QUADRA P-63 - LOTE 16;SETOR DOS FUNCIONÁRIOS;Goiânia;GO;74010010;62;32292635;32133031;sorriden@zaz.com.br;CLEBIO MOREIRA LIMA;SOCIO - ADMINISTRADOR;;25/05/1999
416045;5,27412E+12;PLANO DE SAÚDE VIP LTDA.;VIP SAÚDE;Medicina de Grupo;RUA 15 DE NOVEMBRO;3;;BAIRRO DONA LIDIA;Itaboraí;RJ;24800000;21;26071000;26071000;VIPPSAUDE@IG.COM.BR;IGOR BARONE DE MEDEIROS;SÓCIO GERENTE;;03/05/2007
418897;1,7343E+13;PLANO EMPRESARIAL DE ASSISTENCIA ODONTOLOGICA DE PIRAPORA LTDA - EPP;PLAEMO SAUDE BUCAL;Odontologia de Grupo;RUA JOSE EUDES DE LORENA;67;SALA 02;NOVA PIRAPORA;Pirapora;MG;39270000;38;37411633;;JFFREITAS@YMAIL.COM;JOSE DE FIGUEIREDO FREITAS;SóCIO-ADMINISTRADOR;6;31/05/2013
408646;3,34603E+12;PLANO NACIONAL DE SAÚDE FAMILIAR DOS SERVIDORES PÚBLICOS;PLANSERP SAÚDE;Autogestão;AV.  D. PEDRO I, ;393;;CENTRO;João Pessoa;PB;58130000;83;32213713;;planserpsaude@bol.com.br;RAIMUNDO NONATO ALVES DE ALENCAR;PRESIDENTE;;27/09/1999
409481;3,45982E+12;PLANO ODONTOLOGICO FONTE GRANDE LTDA;PLANO ODONTOLOGICO FONTE GRANDE;Odontologia de Grupo;RUA FRANCISCO MIGUEL;194;;FONTE GRANDE;Contagem;MG;32041250;31;33967119;33967119;silveriocunha@yahoo.com.br;SILVERIO CUNHA VELOSO FERREIRA;SOCIO GERENTE;;01/11/1999
408999;2,29406E+12;PLANO PLANEJAMENTO E ASSESSORIA NORDESTE ODONTO LTDA;NORDESTE ODONTO;Medicina de Grupo;RUA JOAO PESSOA;609;1 ANDAR;CENTRO;Vitória da Conquista;BA;45020720;77;34246334;34219852;otecol@getway.com.br;EDNAIR VALVERDE SODRE;SOCIA ADMINSTRADORA;6;18/10/1999
417688;1,23211E+13;PLANO SEGURO ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;RUA CORONEL GOMES MACHADO;130;SALA 801;CENTRO;Niterói;RJ;24020065;21;41012187;;atendimento@planoseguro.adm.br;ANTONY RODRIGUES PEREIRA;ADMINISTRADOR;;03/12/2010
414263;4,43063E+12;PLANO VIDA SAÚDE SERVIÇOS ODONTOLOGICOS LTDA;ORALPLAN;Odontologia de Grupo;RUA CAMPOS;130;;CENTRO;Aracaju;SE;49060010;79;2116668;2116668;mpk@mpk.cnt.br;ANA PAULA MENEZES GURGEL TENORIO;SOCIA GERENTE;5;09/01/2002
414018;3,52632E+12;PLANODENT ASSISTENCIA ODONTOLOGICA LTDA ;PLANODENT;Medicina de Grupo;RUA RODRIGUES LIMA;109;;CENTRO;Alagoinhas;BA;48010040;75;4225856;4225856;planodent@bol.com.br;CIBELE ROSE ROCHA DE ALMEIDA;SOCIA - GERENTE;;13/07/2001
364754;2,7661E+12;PLANODENTE LTDA;PLANODENTE;Odontologia de Grupo;RUA VIGARIO JOAO BATISTA;68;;CENTRO;Cabo de Santo Agostinho;PE;54500000;81;5219864;5219864;;ANA MARIA RODRIGUES DE BRITO SANTOS;SÓCIO;;19/01/1999
405698;1,37259E+12;PLANODENTE LTDA;PLANODENTE CARTÃO SAUDE;Medicina de Grupo;A. CATARINA CIMINI;32;;CENTRO;Caratinga;MG;35300030;33;33214603;33214603;;JOSE VALERIANO DE SOUZA;SOCIO GERENTE;;01/07/1999
414506;2,7043E+12;PLANODENTE LTDA.;PLANODENTE;Odontologia de Grupo;RUA DR.MILTON BANDEIRA;140;LOJA 202;CENTRO;Viçosa;MG;36570000;31;38926362;;planodente@tdnet.com.br;MARIA HELENA PIRES SILVA;ADMINISTRADORA;6;15/01/2003
418366;8,37505E+12;PLANODONT SERVIÇOS ODONTOLÓGICOS LTDA;;Odontologia de Grupo;AVENIDA RIO JUTAÍ;838;;NOSSA SENHORA DAS GRAÇAS;Manaus;AM;69053020;92;33078703;;PLANODONT@HOTMAIL.COM;ROGÉRIO MASCARENHAS DA SILVA;SÓCIO-ADMINISTRADOR;6;12/01/2012
411191;3,66203E+12;PLANODONTO-MÉDICO LTDA;PLANODONTO;Medicina de Grupo;RUA ZAQUEU BRANDÃO;73;PRÉDIO, SALA 5;SAO JOSÉ;Aracaju;SE;49015330;79;2117076;2117076;kbeiriz@infonet.com.br;MARIA AUXILIADORA SILVA PEREIRA;SÓCIA-GERENTE;;05/05/2000
34360;2,79164E+12;PLANORAL ADMINISTRAÇÃO EM SAÚDE S/C. LTDA.;PLANORAL;Odontologia de Grupo;CALÇADA DAS ANEMONAS;160;C1-PISO TÉRREO;CENTRO COML. DE ALPHAVILLE;Barueri;SP;6453000;11;55814715;55814715;lam@apcd.org.br;;;;19/01/1999
354392;2,71523E+12;PLANOS GARANTIA DE SAÚDE DO HOSP. ADVENTISTA DO PÊNFIGO S/C;PLANO GARANTIA DE SAÚDE;Medicina de Grupo;RUA PADRE JOÃO CRIPPA;1066;;CENTRO;Campo Grande;MS;79002380;67;33232000;33231872;efrain.gomes@usb.org.br;EFRAIN GOMES DE OLIVEIRA;DIRETOR-GERENTE ADMINISTRATIVO;;21/12/1998
403831;5,66522E+11;PLANOSE-PLANTÃO ONDOTOLOGICO DE SERGIPE LTDA;PLANOSE;Odontologia de Grupo;RUA  PERNANBUCO;424;;SIQUEIRA CAMPOS;Aracaju;SE;49075460;79;2244075;;;JAIRA DANTAS BARBOSA MAYNARD;SÓCIA-GERENTE;;28/04/1999
347337;2,89714E+12;PLANSAÚDE LTDA;PLANSAÚDE;Medicina de Grupo;R. PORTO DA FOLHA;2356;SL C;SUISSA;Aracaju;SE;49050610;79;2112682;2249578;syscaju@infonet.com.br;SINVAL ANDRADE DO SANTOS;DIRETOR;;28/01/1999
313432;6,7766E+13;PLASA PLANO DE SAUDE LTDA.;;Medicina de Grupo;RUA VOLUNTARIOS DE SOROCABA;151;;VILA ADONIAS;Sorocaba;SP;18035290;15;2326523;2326523;plasa@cruzeironet.com.br;CARLOS ALBERTO DE OLIVEIRA ZARANELLO;SÓCIO;;21/12/1998
306444;2,71651E+12;PLASAC PLANO DE SAÚDE LTDA;PLASAC;Medicina de Grupo;RUA SANTA CRUZ;398;;VILA MARIANA;São Paulo;SP;4121000;1;150802483;155710003;juridico@hjsc.com.br;AUREA CHRISTINE TANAKA;Representante;4;22/12/1998
35227;2,04701E+12;PLASDEN - PLANO DE SAUDE DENTAL LTDA. S/C;PLASDEN - PLANO DE SAUDE DENTAL;Odontologia de Grupo;AV. NILO PECANHA;60;2º ANDAR;CENTRO;Duque de Caxias;RJ;25010140;21;6522064;6712651;plasden@novanet.com.br;PAULO ROBERTO FELIPE;X;;29/01/1999
410250;2,97871E+12;PLASTEK DO BRASIL INDÚSTRIA E COMÉRCIO LTDA;PLASTEK;Autogestão;Rod. Engenheiro Ermênio de Oliveira Pent;75;km 58,2;SAPEZAL;Indaiatuba;SP;13330000;19;38858233;38858205;ee@ee.com.br;PATRICIA MALASPINA SODINI;GERENTE DE RECURSOS HUMANOS;;15/12/1999
34375;6,1187E+13;PLASTICOS MUELLER S/A INDUSTRIA E COMÉRCIO;;Autogestão;RUA AMÉRICO SANTIAGO;651;;CINCO;Contagem;MG;32010030;31;3511577;3513219;mulcpd@globalsite.com.br;;;;28/12/1998
341321;5,08031E+13;PLENAMED SS ASSISTENCIA A SAUDE SC LTDA;PLENAMED;Medicina de Grupo;RUA PADRE LUIZ;143;1º ANDAR - SALA 4;CENTRO;Sorocaba;SP;18035010;15;2244512;2244512;samho@samho.com.br;;;;28/12/1998
300764;1,69456E+12;PLENNA DENTAL LTDA;PLENNA DENTAL  LTDA;Odontologia de Grupo;RUA COMENDADOR ARAUJO;510;LOJAS 3 -5 -6;CENTRO;Curitiba;PR;80420000;41;38832025;38832026;administrativo@plennadental.com.br;WALFRIDO MEIRELLES LEAL;SOCIO ADMINISTRADOR;4;22/12/1998
342564;5,2836E+13;PLISMO - PLANO INTEGRAL DE SEG. MÉD. E ODONTOLÓGICO S/C LTDA;PLISMO;Medicina de Grupo;Avenida Ipiranga;337;;CENTRO;São Paulo;SP;1046010;11;32569154;32584453;plismoplano@uol.com.br;CARLOS MULLER;DIRETOR ADMINISTRATIVO;;24/12/1998
309516;2,56933E+12;PLISMO ODONTO S/C LTDA.;PLISMODONTO;Odontologia de Grupo;RUA HADDOCK LOBO;578;;JARDIM PAULISTA;São Paulo;SP;1414908;11;30883000;30883000; adm@plismodonto.com.br;CARLOS AUSGUSTO SERPA HONORATO;GERENTE;5;28/12/1998
405124;3,18337E+12;PLURALDENT PLANOS ODONTOLÓGICOS S/C LTDA.;PLURALDENT;Odontologia de Grupo;RUA JOSÉ MATHIAS FARHAT SOBRINHO;11;;JD. AMÉRICA;Bragança Paulista;SP;12902270;11;40.333.123;40.333.123;pluraldent@uol.com.br;RONALD PAUL HAEGELY;SÓCIO GERENTE;5;17/06/1999
416088;7,81526E+12;PLUS ODONTO WORLD ASSISTÊNCIA ODONTOLÓGICA LTDA;ODONTO WORLD;Odontologia de Grupo;AV. JOSÉ MALCHER;168;SALA 202;NAZARÉ;Belém;PA;66035100;91;32240036;;plusodontoworld@gmail.com;JOSÉ DE RIBAMAR FERREIRA JUNIOR;DIRETOR FINANCEIRO;6;22/05/2007
306711;8,60273E+11;PLUS SANTÉ SISTEMAS ASSISTÊNCIAIS DE SAÚDE LTDA.;ODONTOCORP;Odontologia de Grupo;RUA PEDRO LESSA;35;CONJ 1101;CENTRO;Rio de Janeiro;RJ;20030030;21;22595809;22409448;odontocorp@odontocorp.com.br;MARCIO DEL VECCHIO MURGEL;SÓCIO-GERENTE;4;17/12/1998
419885;1,43874E+13;PLUSDENT - OPERADORA DE PLANOS ODONTOLÓGICOS LTDA - ME;PLUSDENT- PLANOS ODONTOLÓGICOS;Odontologia de Grupo;RUA CONSELHEIRO DANTAS;57/8;SALA 704 - EDIFICIO PARAGASSU;COMERCIO;Salvador;BA;40015070;71;85492962;;PLUSDENTODONTO@HOTMAIL.COM;LAVINIA MARIA LEITE PITANGA;DIRETORA ADMINISTRATIVA E FINA;6;24/08/2015
413909;4,06982E+12;POLI ASSISTENCIA MEDICA S/C LTDA;POLI ASSISTENCIA MEDICA LTDA;Medicina de Grupo;RUA PEDRO ZAGONEL ;55;;CAPAO RASO;Curitiba;PR;80010120;41;3467654;3467654;poliraso@bbs2.sul.com.br;HAROLDO HIROSHI YAGUESHITA;SOCIO GERENTE;;13/06/2001
408298;1,28104E+12;POLI ORAL PLANOS ODONTOLÓGICOS S/S LTDA;PROVIDENCIA;Odontologia de Grupo;RUA AMANCIO DE CARVALHO;82;;VILA MARIANA;São Paulo;SP;4012080;11;55747833;55811455;escritoriobotucatu@escritoriobotucatu.com.br;MARIA TERESA MELARA;SOCIO DIRETOR;6;15/09/1999
339091;4,51841E+13;POLICLIN S/A SERVIÇOS MÉDICO-HOSPITALARES;POLICLIN S/A;Medicina de Grupo;AV. NOVE DE JULHO;430;;VILA ADY'ANNA;São José dos Campos;SP;12243001;12;37972833;37972833;contato.ans@policlinsaude.com.br;CYRO ALVES DE BRITTO FILHO;DIRETOR;5;21/12/1998
405728;9,41864E+13;POLICLIN SERVIÇOS MÉDICOS ASSOCIADOS LTDA;POLICLÍNICA SANTA ROSA;Medicina de Grupo;AV. BORGES DE MEDEIROS ;390;;CENTRO;Santa Rosa;RS;98900000;55;3512 6868;3512 6853;poliiclin@viabrazil.com.br;ELIMAR SILVACHI BICUDO;;;03/07/1999
407992;3,20078E+12;POLICLINICA AMBULATORIAL DE MIGUEL COUTO LTDA;;Medicina de Grupo;RUA DOLORES;125;;MIGUEL COUTO;Nova Iguaçu;RJ;26147010;21;27790306;;;SYLVANA DA  SILVEIRA NUNES CALIXTO;SÓCIA-GERENTE;;10/09/1999
409138;1,74724E+12;POLICLINICA ANCHIETA S/C LTDA.;;Medicina de Grupo;ESTRADA DO ENGENHO NOVO;412;;ANCHIETA;Rio de Janeiro;RJ;21630000;21;30194682;30194682;fernandorezende@msm.com.br;RONEY  CAVALCANTE;SÓCIO GERENTE;;20/10/1999
410098;7,89447E+13;POLICLINICA CAPAO RASO S/C LTDA;;Medicina de Grupo;AV REPUBLICA ARGENTINA;4910;;CAPAO RASO;Curitiba;PR;81050000;41;3467654;3467654;poliraso@bbs2.sul.com.br;HAROLDO HIROSHI YAGUESHITA;SOCIO GERENTE;4;07/12/1999
405281;3,04766E+13;POLICLINICA CENTRAL DA TAQUARA LTDA.;CENTRAL MEDICA TAQUARA;Medicina de Grupo;ESTRADA DOS BANDEIRANTES;245;-;TAQUARA;Rio de Janeiro;RJ;22710570;21;30953737;34425769;marciaduarte2006@hotmail.com;NILTON SOARES BASTOS;DIRETOR-SÓCIO;4;18/06/1999
408107;3,10732E+12;POLICLINICA CENTRAL VILAR DOS TELES 2436 LTDA;;Medicina de Grupo;AVENIDA AUTOMÓVEL CLUBE;2436;;VILAR DOS TELES;São João de Meriti;RJ;25561170;21;7682294;2327117;;JOSEMAR MORAIS DE FIGUEIREDO;SÓCIO;;14/09/1999
350991;3,22694E+13;POLICLINICA DONA BEATRIZ LTDA;POLICLINICA DONA BEATRIZ LTDA;Medicina de Grupo;RUA DR JOVINIANO;33;;MADUREIRA;Rio de Janeiro;RJ;21360310;21;3519347;3519347;rechilier@uol.com.br;ALDENORA BEATRIZ GOMES DA SILVA;SOCIA GERENTE;;30/12/1998
319309;7,3902E+13;POLICLINICA JURISMED S/C LTDA.;JURISMED;Medicina de Grupo;RUA COMENDADOR MACEDO;53;;CENTRO;Curitiba;PR;80060030;41;32242693;32242693;;PEDRO SOSTER;;;22/12/1998
35935;2,42002E+13;POLICLINICA MARTINS LTDA;VIDA SAUDE;Medicina de Grupo;RUA PRINCESA ISABEL;743;;CENTRO;Natal;RN;59150000;84;2011313;2011313;;THOMAZ NOVAES DE MELO;;;12/01/1999
404667;1,23362E+12;POLICLINICA MEDPLUS LTDA;MEDPLUS;Medicina de Grupo;RUA CEL. BORDINI;707;;MOINHOS DE VENTO;Porto Alegre;RS;90440001;51;3336411;3332844;;NILSON LANZIOTTI;SÓCIO-GERENTE;;28/05/1999
412678;2,96912E+12;POLICLINICA PARAIBUNA S/C LTDA;;Medicina de Grupo;RUA MAJOR SOARES ;174;;CENTRO;Paraibuna;SP;12260000;12;39740369;39740369;jeffcarneiro@ig.com.br;ALBERTO JURACY PESSOA JUNIOR;RESPONSAVEL TECNICO;;27/11/2000
402940;9,0488E+13;POLICLINICA PELOTENSE LTDA;POLICLINICA PELOTENSE;Medicina de Grupo;RUA.BENJAMIN CONSTANT;1638;;CENTRO;Pelotas;RS;96010020;53;2228921;2228921;paiva@pelotas.com.br;DR.ALEXANDRE DE CONTO ABITANTE;;;31/03/1999
404888;8,94298E+13;POLICLINICA RIO GRANDE LTDA;POLICLINICA RIO GRANDE LTDA;Medicina de Grupo;RUA GENERAL CANABARRO;506;CASA;CENTRO;Rio Grande;RS;96200200;14;32312599;32324394;policlinica@vetorial.net;FRANCISCO CARLOS PAES DA COSTA;DIRETOR PRESIDENTE;6;08/06/1999
413623;7,59447E+13;POLICLINICA RONDON LTDA;POLICLINICA RONDON LTDA;Medicina de Grupo;RUA TIRADENTES;780;PREDIO;CENTRO;Marechal Cândido Rondon;PR;85960000;45;2543100;2543100;hospitalfumagali@rondonet.com.br;FERNANDA CAROLINA POSSER FUMAGALI;SOCIA GERENTE;1;19/04/2001
338028;4,89882E+13;POLICLINICA SALTO S/C LTDA;POLICLINICA SALTO;Medicina de Grupo;RUA FLORIANO PEIXOTO ;1122;/52;VILA NOVA;Salto;SP;13322020;11;40.295.466;40.292.235;policlinicasalto@uol.com.br;ANTONIO ADELMAR RODRIGUES;DIRETOR GERAL;;18/12/1998
336319;1,14799E+13;POLICLINICA SANTA CLARA LTDA;;Medicina de Grupo;AV.DR.  JOSÉ AUGUSTO MOREIRA;1191;;CASA CAIADA;Olinda;PE;53130410;81;34168888;34168871;luciano@psantaclara-pe.com.br;FLÁVIO JOSÉ DE MORAIS WANDERLEY;SÓCIO GERENTE;5;06/01/1999
405035;2,90963E+13;POLICLINICA SÂO CRISTOVÃO LTDA;POLICLINICA SÃO CRISTOVÃO;Medicina de Grupo;RUA SÃO LUIZ GONZAGA ;1516;;SÃO CRISTOVÃO;Rio de Janeiro;RJ;20910062;21;25893326;25893210;www.ginbeta@uol.com.br;GASPAR ALVES DA COSTA;SÓCIO GERENTE;;11/06/1999
414638;3,91795E+12;POLICLINICA SÃO JOSÉ LTDA.-EPP;POLIPLAN;Medicina de Grupo;ALAMEDA PORTUGAL;683;;FAROL;Maceió;AL;57035360;82;33385566;3385566;poliplan@terra.com.br;ALVARO BULHÕES DA SILVA NETO;SOCIO ADMINISTRADOR;6;04/09/2003
378909;3,38624E+13;POLICLINICA TODOS OS SANTOS LTDA;MEMORIAL SAÚDE;Medicina de Grupo;RUA CIRNE MAIA;56;;TODOS OS SANTOS;Rio de Janeiro;RJ;20771410;21;2898449;2898449;;JOSE MURÍCIO MAGACHO DOS SANTOS;SÓCIO;;28/12/1998
400092;8,71516E+13;POLICLINICA VICENTE PALLOTTI LTDA.;DOCTOR CLIN PALLOTTI;Medicina de Grupo;Rua Bezerra de Menezes, ;145;;PASSO D' AREIA;Porto Alegre;RS;91350030;51;33413288;33413288;não possui;MARCELO SANCHES DIETRICH;DIRETOR ADMINISTRATIVO;;08/02/1999
405027;7,25714E+13;POLICLÍNICA DEL CASTILHO LTDA;POLICLÍNICA DEL CASTILHO;Medicina de Grupo;AVENIDA SUBURBANA;2959;;MARIA DA GRAÇA;Rio de Janeiro;RJ;21050450;21;25893210;25893210;www.ginbeta@uol.com.br;GASPAR ALVES DA COSTA;SÓCIO GERENTE;;11/06/1999
406422;2,50801E+12;POLICLÍNICA DRA. ELZA R. ALVES LTDA.;ATEMF;Medicina de Grupo;ESTRADA DO CAMPINHO;820;;CAMPO GRANDE;Rio de Janeiro;RJ;23070220;21;5496166;;;JAMILA MARIA DO NASCIMENTO ALVES;SÓCIA-GERENTE;;19/07/1999
408549;2,75409E+12;POLICLÍNICA EDUCRIS ASSISTÊNCIA MÉDICA LTDA-ME;POLICLINICA VISTA ALEGRE - LTDA;Medicina de Grupo;AV. PRESIDENTE ROOSEVELT;299;APT 101 E 102;VISTA ALEGRE;São Gonçalo;RJ;24722070;;;;;JOSÉ EDUARDO PINTO;SÓCIO;;16/09/1999
300454;1,01555E+12;POLICLÍNICA FAZENDA RIO GRANDE S/C LTDA;POLICLINICA FAZENDA RIO GRANDE;Medicina de Grupo;RUA CÉSAR CARELLI;261;;PINHEIROS;Fazenda Rio Grande;PR;83820000;41;8271147;8271147;;MARCELO DE ALMEIDA COSTA;SÓCIO GERENTE;;05/02/1999
408581;4,58066E+11;POLICLÍNICA GRAMACHO LTDA - EPP;;Medicina de Grupo;AV. PRESIDENTE KENNEDY ;2231;;GRAMACHO;Duque de Caxias;RJ;25030000;21;5751;;medlagos.medlagos@gmail.com;ANTONIO CESAR ANDRADE E SILVA;REPRESENTANTE;;29/09/1999
408140;3,00162E+13;POLICLÍNICA HIGIENÓPOLIS LTDA.;;Medicina de Grupo;RUA MIGUEL BURNIER;82;;HIGIENÓPOLIS;Rio de Janeiro;RJ;20050800;21;5905493;;;LUIZA ANTONIETA GAETANI;SÓCIO;;15/09/1999
40836;4,02416E+13;POLICLÍNICA MAGALHÃES LTDA.;;Medicina de Grupo;RUA CERQUEIRA DALTRO;598;;CASCADURA;Rio de Janeiro;RJ;21380320;21;2894594;;;DEMÉTRIO ANTÔNIO DE TOLÊDO MAGALHÃES;SÓCIO;;20/09/1999
407135;1,57078E+12;POLICLÍNICA Nª Sª DE NAZARÉ LTDA;POLICLÍNICA Nª Sª DE NAZARÉ;Medicina de Grupo;Av. dos Democráticos ;646;;HIGIENÓPOLIS;Rio de Janeiro;RJ;21050000;21;22704663;2397808;reacaoemcadeia@ieg.com.br;DEMÉTRIO ANTÔNIO DE TOLEDO MAGALHÃES;SÓCIO-GERENTE;;12/08/1999
407631;3,9936E+13;POLICLÍNICA PAVUNA LTDA;POLICLÍNICA PAVUNA;Medicina de Grupo;AV AUTOMÓVEL CLUBE;13330;;PAVUNA;Rio de Janeiro;RJ;21510000;21;24741481;24741481;ppavuna@yahoo.com.br;FRANCISCO OTÁVIO CARIO;DIRETOR;4;20/08/1999
404292;9,15558E+13;POLICLÍNICA REUNIDAS LTDA;POLICLÍNICA REUNIDAS;Medicina de Grupo;AV. FERNANDO OSÓRIO;2522;;TRÊS VENDAS;Pelotas;RS;96065000;532;732626;234151;tecnicon@pro.via-rs.com.br;ALEXANDRE DE CONTO ABITANTE;SÓCIO;;19/05/1999
408921;1,34594E+12;POLICLÍNICA SANTÍSSIMO LTDA.;;Medicina de Grupo;AV. SANTA CRUZ;9.675;LJ. A - SALAS 201 A 205;SANTÍSSIMO;Rio de Janeiro;RJ;23010000;21;4040252;;;EVELYN ALVES DE SOUZA;SÓCIO;;13/10/1999
408191;4,21356E+11;POLICLÍNICA VILA KENNEDY LTDA.;;Medicina de Grupo;AV.  ALFREDO DE ALBUQUERQUE;46;SALAS 201 A 301;VILA KENNEDY;Rio de Janeiro;RJ;21852370;21;24050017;;;MARCIA HELENA SALLES DE OLIVA;SÓCIA GERENTE;;14/09/1999
412228;1,23253E+12;POLICON ASSISTENCIA MÉDICA LTDA - EPP;;Medicina de Grupo;AVENIDA WINSTON CHURCHIL;300;;PARQUE CENTENÁRIO;Duque de Caxias;RJ;25025237;21;27725777;27725777;policonsaude@policonsaude.com.br;PAULA SÁ BENEVENUTO;SÓCIO-GERENTE;6;14/09/2000
325562;2,91156E+12;POLIDENTAL S/C LTDA.;POLIDENTAL;Odontologia de Grupo;RUA CONEGO JERONIMO PIMENTEL;77;;UMARIZAL;Belém;PA;66055000;91;2417577;2254905;polident@ig.com.br;MAURO DE AMORIM ACATAUASSU NUNES;SOCIO DIRETOR TECNICO;5;12/01/1999
40132;2,95647E+12;POLIMED-PLANO DE ASSISTENCIA MÉDICA E ODONTOLOGICA LTDA;POLIMED;Odontologia de Grupo;AV. RIO BRANCO;186;EDF.OVIÊDO TEIXEIRA - SALA 1214;CENTRO;Aracaju;SE;49018900;79;2110983;;;JOSE WILTON DOS SANTOS;XXXX;;03/03/1999
401285;1,63782E+12;POLIODONTO LTDA.;DENTAL SHARING ASSISTÊNCIA ODONTOLÓGICA;Odontologia de Grupo;R. RAUL SOARES;100;;CENTRO;Lavras;MG;37200000;35;8217922;8217922;;MANOEL ARTHUR FRANCO DA ROSA;SÓCIO;;02/03/1999
359297;6,21617E+13;POLIPLAN ASSISTENCIA MÉDICA LTDA;POLIPLAN;Medicina de Grupo;R. PEDRO PROCÓPIO;88 - ;2º SUBSOLO CJ. 165;CENTRO;Santana de Parnaíba;SP;6500000;11;78974466;78974466;poliplan@uol.com.br;JOAO CARLOS CELESTINO;;;18/12/1998
332291;8,51379E+13;POLYMED - POLYCLÍNICA MÉDICA E OPERADORA DE PLANOS DE SAÚDE S/S LTDA;POLYMED;Medicina de Grupo;RUA URUGUAI, EDIFÍCIO MICHELÂNGELO;51;SALAS 05 A 11;CENTRO;Chapecó;SC;89801570;49;33232115;33232115;polymed@matrix.com.br;BYRON JOSÉ CERDA PALACIOS;DIRETOR TÉCNICO/ADMINISTRATIVO;6;22/12/1998
406741;8,46582E+13;PONTESCLIN CLINICA MEDICA E ODONTOLOGICA LTDA;PONTESCLIN;Medicina de Grupo;RUA JAPURÁ;214;;CENTRO;Manaus;AM;69025020;92;36311312;32325175;pontesclin@vivax.com.br;FLAVIO AUGUSTO DE SOUSA PONTES;SOCIO DIRETOR;5;30/07/1999
